,loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,customer_lifetime_value,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month
15589,764555,Canada,British Columbia,Vancouver,V5R 1W3,Male,Master,75891.0,Divorced,Star,,Standard,,,,
15590,547342,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,81266.0,Married,Star,,2018 Promotion,,,,
15591,218601,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,78488.0,Single,Star,,Standard,,,,
15592,368391,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,39025.0,Single,Star,,2018 Promotion,,,,
15593,598705,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,55356.0,Married,Star,,Standard,,,,
15594,139932,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,87722.0,Single,Star,,Standard,,,,
15595,641734,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,87722.0,Single,Star,,Standard,,,,
15596,430059,Canada,Ontario,Toronto,M2M 6J7,Female,High School or Below,51162.0,Married,Star,,Standard,,,,
15597,974715,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,86057.0,Married,Star,,Standard,,,,
15598,652357,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,78393.0,Divorced,Star,,Standard,,,2015.0,
15599,255215,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,66699.0,Married,Star,,Standard,,,,
15600,537405,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,33794.0,Married,Star,,2018 Promotion,,,,
15601,100853,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Star,,Standard,,,,
15602,233774,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Married,Star,,Standard,,,,
15603,253283,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Married,Star,,Standard,,,2018.0,
15604,798525,Canada,Yukon,Whitehorse,Y2K 6R0,Female,College,,Single,Star,,Standard,,,,
15605,140534,Canada,Ontario,Toronto,M2P 4F6,Male,Master,83773.0,Married,Star,,Standard,,,,
15606,422787,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,83773.0,Married,Star,,Standard,,,,
15607,569769,Canada,Ontario,Ottawa,K1F 2R2,Female,Master,83773.0,Married,Star,,Standard,,,2018.0,
15608,490840,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Star,,Standard,,,,
15609,850953,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Single,Star,,Standard,,,,
15610,577265,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,57870.0,Married,Star,,Standard,,,,
15611,319664,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,60971.0,Divorced,Star,,Standard,,,,
15612,468534,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,60971.0,Divorced,Star,,Standard,,,,
15613,870223,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,75869.0,Married,Star,,Standard,,,,
15614,475950,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,53224.0,Married,Star,,2018 Promotion,,,,6.0
15615,886086,Canada,Quebec,Hull,J8Y 3Z5,Female,High School or Below,66205.0,Married,Star,,Standard,,,,
15616,626046,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Single,Star,,Standard,,,,
15617,511584,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,70465.0,Married,Star,,Standard,,,,
15618,758322,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,,Single,Star,,Standard,,,,
15619,740105,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,85808.0,Married,Star,,Standard,,,,
15620,549757,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,49997.0,Married,Star,,Standard,,,,
15621,968638,Canada,Ontario,Sudbury,M5V 1G5,Female,College,,Single,Star,,Standard,,,,
15622,277033,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,47887.0,Single,Star,,Standard,,,,
15623,646289,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,72816.0,Married,Star,,Standard,,,,
15624,941719,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,,Standard,,,2018.0,
15625,991090,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,56965.0,Married,Star,,Standard,,,,
15626,156684,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,85979.0,Married,Star,,Standard,,,,
15627,247714,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,81892.0,Divorced,Star,,Standard,,,,
15628,143422,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,74587.0,Married,Star,,Standard,,,,
15629,459991,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,78565.0,Married,Star,,2018 Promotion,,,,
15630,420339,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Married,Star,,Standard,,,,
15631,244245,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Married,Star,,Standard,,,,
15632,821296,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,55923.0,Married,Star,,Standard,,,,
15633,440198,Canada,Quebec,Quebec City,G1B 3L5,Female,Master,75548.0,Divorced,Star,,Standard,,,,
15634,123668,Canada,Ontario,Sudbury,M5V 1G5,Male,Doctor,229165.0,Married,Star,,Standard,,,,
15635,866995,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,76706.0,Single,Star,,Standard,,,,
15636,702863,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,56370.0,Single,Star,,Standard,,,,
15637,161546,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,53089.0,Married,Star,,Standard,,,2014.0,
15638,329720,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,91500.0,Single,Star,,Standard,,,,
15639,171937,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,48445.0,Married,Star,,Standard,,,,
15640,454628,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,57480.0,Married,Star,,Standard,,,,
15641,484422,Canada,Ontario,Trenton,K8V 4B2,Female,Master,102782.0,Divorced,Star,,Standard,,,,
15642,521684,Canada,British Columbia,Kelowna,V09 2E9,Female,Master,102782.0,Divorced,Star,,Standard,,,,
15643,620563,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Master,102782.0,Divorced,Star,,Standard,,,,
15644,679311,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Master,102782.0,Divorced,Star,,Standard,,,,
15645,774321,Canada,Ontario,Toronto,M8Y 4K8,Female,Master,102782.0,Divorced,Star,,Standard,,,,
15646,806157,Canada,Quebec,Montreal,H4G 3T4,Female,Master,102782.0,Divorced,Star,,Standard,,,,
15647,846055,Canada,British Columbia,Vancouver,V5R 1W3,Male,Doctor,274242.0,Married,Star,,Standard,,,,
15648,312148,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,90587.0,Married,Star,,Standard,,,,
15649,879964,Canada,Quebec,Montreal,H2T 9K8,Male,High School or Below,59237.0,Single,Star,,2018 Promotion,,,,
15650,712636,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,96471.0,Single,Star,,Standard,,,2017.0,
15651,716863,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,96471.0,Single,Star,,Standard,,,,
15652,445176,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,54434.0,Single,Star,,Standard,,,,
15653,749418,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,54434.0,Single,Star,,Standard,,,2016.0,
15654,615244,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,52661.0,Divorced,Star,,Standard,,,,
15655,735341,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Single,Star,,Standard,,,,
15656,743766,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,52939.0,Single,Star,,2018 Promotion,,,,
15657,864318,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,65025.0,Single,Star,,Standard,,,,
15658,640418,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,76856.0,Single,Star,,Standard,,,,
15659,379238,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,76622.0,Divorced,Star,,Standard,,,,
15660,445915,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,76622.0,Divorced,Star,,Standard,,,,
15661,578234,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,76622.0,Divorced,Star,,Standard,,,2017.0,
15662,693393,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,76622.0,Divorced,Star,,Standard,,,2015.0,
15663,569972,Canada,Ontario,Toronto,M2P 4F6,Male,College,,Married,Star,,Standard,,,,
15664,417929,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,59360.0,Married,Star,,Standard,,,,
15665,726701,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,99947.0,Married,Star,,Standard,,,,
15666,426027,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Single,Star,,Standard,,,,
15667,965116,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,63015.0,Married,Star,,Standard,,,,
15668,482345,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,79228.0,Married,Star,,Standard,,,,
15669,232579,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,,Divorced,Star,,Standard,,,,
15670,163723,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,46672.0,Married,Star,,Standard,,,2015.0,
15671,378968,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,50664.0,Married,Star,,Standard,,,,
15672,652300,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,50664.0,Married,Star,,Standard,,,2013.0,
15673,980788,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,43208.0,Divorced,Star,,2018 Promotion,,,,
15674,725795,Canada,Ontario,Toronto,P5S 6R4,Female,High School or Below,75820.0,Divorced,Star,,Standard,,,,
15675,268281,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,84988.0,Married,Star,,Standard,,,,
15676,335545,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,84988.0,Married,Star,,Standard,,,,
15677,999272,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,84988.0,Married,Star,,Standard,,,,
15678,811569,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,92396.0,Married,Star,,2018 Promotion,,,,
15679,336469,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,70664.0,Married,Star,,Standard,,,,
15680,785129,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,87017.0,Married,Star,,Standard,,,,
15681,753038,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,72472.0,Divorced,Star,,Standard,,,,
15682,902421,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,57398.0,Single,Star,,Standard,,,2017.0,
15683,547442,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,63219.0,Divorced,Star,,2018 Promotion,,,,
15684,558258,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,60544.0,Divorced,Star,,Standard,,,,
15685,974738,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,60544.0,Divorced,Star,,Standard,,,2017.0,
15686,172233,Canada,Ontario,Ottawa,K1F 2R2,Male,Master,100074.0,Married,Star,,Standard,,,,
15687,231592,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,86667.0,Married,Star,,Standard,,,,
15688,577374,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,86667.0,Married,Star,,Standard,,,2018.0,
15689,325134,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,71009.0,Married,Star,,Standard,,,,
15690,403118,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,71009.0,Married,Star,,Standard,,,,
15691,921530,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,49611.0,Married,Star,,Standard,,,2017.0,
15692,616137,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,54416.0,Divorced,Star,,Standard,,,2018.0,
15693,988234,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,54416.0,Divorced,Star,,Standard,,,2013.0,
15694,916594,Canada,Ontario,Kingston,M9K 2P4,Female,High School or Below,41120.0,Married,Star,,Standard,,,,
15695,486226,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,51868.0,Married,Star,,Standard,,,,
15696,805977,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,51868.0,Married,Star,,Standard,,,,
15697,534571,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,59152.0,Divorced,Star,,Standard,,,,
15698,943380,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Married,Star,,2018 Promotion,,,,
15699,646935,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,79283.0,Divorced,Star,,Standard,,,,
15700,202248,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,101847.0,Single,Star,,Standard,,,,
15701,853417,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,101847.0,Single,Star,,Standard,,,,
15702,139600,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Single,Star,,Standard,,,,
15703,883702,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,98586.0,Divorced,Star,,Standard,,,,
15704,660098,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,81684.0,Divorced,Star,,Standard,,,,
15705,839461,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,81684.0,Divorced,Star,,Standard,,,,
15706,425294,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,84781.0,Divorced,Star,,Standard,,,,
15707,503573,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,104015.0,Single,Star,,Standard,,,,
15708,473093,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,53433.0,Married,Star,,Standard,,,,
15709,173798,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,86762.0,Married,Star,,Standard,,,,
15710,982433,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Married,Star,,2018 Promotion,,,2018.0,
15711,570318,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,66423.0,Married,Star,,Standard,,,,
15712,185573,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,97685.0,Single,Star,,Standard,,,,
15713,744228,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,53724.0,Single,Star,,Standard,,,,
15714,213545,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,72656.0,Divorced,Star,,Standard,,,,
15715,225205,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,72656.0,Divorced,Star,,Standard,,,,
15716,412793,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,72656.0,Divorced,Star,,Standard,,,,
15717,527235,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,72656.0,Divorced,Star,,Standard,,,,
15718,486955,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,49588.0,Divorced,Star,,Standard,,,,
15719,626474,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,49588.0,Divorced,Star,,Standard,,,,
15720,486200,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Single,Star,,2018 Promotion,,,,
15721,873297,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,49588.0,Divorced,Star,,Standard,,,2018.0,
15722,958869,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,49588.0,Divorced,Star,,Standard,,,2016.0,
15723,323424,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,99897.0,Married,Star,,Standard,,,,
15724,733497,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,75537.0,Divorced,Star,,2018 Promotion,,,,
15725,238070,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Single,Star,,Standard,,,2016.0,
15726,358012,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,73654.0,Married,Star,,2018 Promotion,,,,
15727,248196,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,69696.0,Single,Star,,Standard,,,2017.0,
15728,375297,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,69696.0,Single,Star,,Standard,,,,
15729,598360,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,69696.0,Single,Star,,Standard,,,,
15730,721688,Canada,Ontario,London,M5B 3E4,Male,Bachelor,69696.0,Single,Star,,Standard,,,,
15731,753219,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,69696.0,Single,Star,,Standard,,,,
15732,835779,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,69696.0,Single,Star,,Standard,,,,
15733,233969,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,81355.0,Married,Star,,Standard,,,,
15734,640238,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,81355.0,Married,Star,,Standard,,,,
15735,256627,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,59022.0,Married,Star,,Standard,,,,
15736,716068,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,58083.0,Married,Star,,Standard,,,,
15737,333213,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,94267.0,Married,Star,,2018 Promotion,,,,
15738,349470,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,93768.0,Married,Star,,2018 Promotion,,,,
15739,577860,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Star,,Standard,,,,
15740,709279,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,64487.0,Married,Star,,Standard,,,,
15741,131717,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,82977.0,Single,Star,,Standard,,,2016.0,
15742,921298,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,82977.0,Single,Star,,Standard,,,,
15743,810503,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,67812.0,Married,Star,,2018 Promotion,,,,
15744,373638,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,92501.0,Divorced,Star,,Standard,,,,
15745,963473,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,88991.0,Married,Star,,Standard,,,,1.0
15746,210761,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,50597.0,Married,Star,,Standard,,,,
15747,649052,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,82463.0,Married,Star,,Standard,,,,
15748,138894,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,89170.0,Single,Star,,Standard,,,,
15749,582364,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,63319.0,Married,Star,,Standard,,,,
15750,788292,Canada,Ontario,Toronto,M1R 4K3,Female,Doctor,270797.0,Single,Star,,Standard,,,,
15751,737602,Canada,Ontario,London,M5B 3E4,Female,Bachelor,54890.0,Married,Star,,Standard,,,,
15752,563410,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Doctor,104294.0,Single,Star,,Standard,,,,
15753,154175,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,47084.0,Single,Star,,Standard,,,,
15754,739021,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Married,Star,,Standard,,,,
15755,418938,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,47739.0,Married,Star,,Standard,,,,
15756,204484,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,80309.0,Single,Star,,Standard,,,,
15757,701391,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,96929.0,Married,Star,,Standard,,,,
15758,827309,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,96929.0,Married,Star,,Standard,,,2018.0,
15759,584377,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,96523.0,Single,Star,,Standard,,,,
15760,542085,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,57461.0,Single,Star,,Standard,,,,
15761,729537,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,57461.0,Single,Star,,Standard,,,,
15762,175360,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,79798.0,Married,Star,,Standard,,,,
15763,305380,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,94980.0,Married,Star,,Standard,,,,
15764,961213,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,102447.0,Married,Star,,Standard,,,,
15765,868230,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,48269.0,Married,Star,,Standard,,,,
15766,802305,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Single,Star,,Standard,,,,
15767,106048,Canada,British Columbia,Victoria,V10 6T5,Male,Doctor,70755.0,Divorced,Star,,Standard,,,,
15768,244039,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,70755.0,Divorced,Star,,Standard,,,,
15769,698159,Canada,Quebec,Hull,J8Y 3Z5,Female,Doctor,70755.0,Divorced,Star,,Standard,,,,
15770,437158,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,60388.0,Married,Star,,Standard,,,,
15771,331301,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,62415.0,Single,Star,,Standard,,,,
15772,321388,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Married,Star,,Standard,,,,
15773,124119,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Married,Star,,Standard,,,,
15774,132592,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,100113.0,Married,Star,,Standard,,,,1.0
15775,216072,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,100113.0,Married,Star,,Standard,,,,
15776,580159,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,51929.0,Married,Star,,Standard,,,,
15777,756862,Canada,Quebec,Montreal,H2T 2J6,Male,Doctor,51744.0,Married,Star,,Standard,,,,
15778,748635,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Divorced,Star,,Standard,,,,
15779,243444,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Single,Star,,Standard,,,,
15780,831928,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,79208.0,Married,Star,,Standard,,,2018.0,
15781,791466,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Star,,Standard,,,,
15782,831696,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,,Standard,,,,
15783,594681,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,81385.0,Married,Star,,Standard,,,2017.0,
15784,148381,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,52213.0,Married,Star,,Standard,,,,
15785,372169,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,89185.0,Married,Star,,Standard,,,2013.0,
15786,297382,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Married,Star,,Standard,,,,
15787,106589,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,71630.0,Married,Star,,Standard,,,2013.0,
15788,145193,Canada,Quebec,Tremblant,H5Y 2S9,Male,High School or Below,71630.0,Married,Star,,Standard,,,,
15789,194737,Canada,Ontario,Ottawa,K1F 2R2,Female,High School or Below,71630.0,Married,Star,,Standard,,,,
15790,272097,Canada,New Brunswick,Fredericton,E3B 2H2,Female,High School or Below,71630.0,Married,Star,,Standard,,,,
15791,679623,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,171650.0,Married,Star,,Standard,,,,
15792,416973,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Star,,Standard,,,,
15793,935274,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Single,Star,,Standard,,,,
15794,630034,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Divorced,Star,,Standard,,,,
15795,407233,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,85985.0,Married,Star,,Standard,,,,
15796,207500,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,61589.0,Married,Star,,Standard,,,,
15797,494213,Canada,Ontario,Toronto,M1R 4K3,Male,Doctor,298661.0,Married,Star,,Standard,,,,
15798,893120,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,74830.0,Married,Star,,Standard,,,,
15799,732863,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,69232.0,Married,Star,,Standard,,,,
15800,326603,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,74993.0,Married,Star,,Standard,,,,
15801,541037,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,65857.0,Married,Star,,2018 Promotion,,,,
15802,232924,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Master,118863.0,Divorced,Star,,Standard,,,,
15803,674781,Canada,Quebec,Montreal,H2Y 4R4,Male,Master,118863.0,Divorced,Star,,Standard,,,,
15804,325593,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Single,Star,,2018 Promotion,,,,
15805,883968,Canada,Ontario,Kingston,M9K 2P4,Male,Master,118863.0,Divorced,Star,,Standard,,,,
15806,277594,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,98839.0,Single,Star,,Standard,,,,
15807,811802,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,98839.0,Single,Star,,Standard,,,,
15808,739617,Canada,Ontario,Toronto,P5S 6R4,Male,College,,Single,Star,,Standard,,,,
15809,449843,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,61911.0,Married,Star,,Standard,,,,
15810,559726,Canada,Ontario,London,M5B 3E4,Female,College,,Single,Star,,Standard,,,,
15811,935328,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,99909.0,Married,Star,,Standard,,,,
15812,518305,Canada,Ontario,Toronto,M1R 4K3,Male,Doctor,129866.0,Married,Star,,Standard,,,,
15813,135381,Canada,New Brunswick,Moncton,E1A 2A7,Male,College,,Single,Star,,Standard,,,,
15814,999460,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Married,Star,,Standard,,,2016.0,
15815,281449,Canada,British Columbia,Kelowna,V09 2E9,Female,College,,Single,Star,,Standard,,,,
15816,751779,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Married,Star,,Standard,,,,
15817,937956,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,103037.0,Divorced,Star,,Standard,,,,
15818,813455,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,48264.0,Married,Star,,2018 Promotion,,,,
15819,976700,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,52406.0,Single,Star,,Standard,,,,
15820,838771,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,84291.0,Married,Star,,Standard,,,,
15821,408047,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,70277.0,Single,Star,,Standard,,,,
15822,397065,Canada,Ontario,Toronto,M8Y 4K8,Male,Master,106899.0,Married,Star,,Standard,,,,
15823,876232,Canada,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,72796.0,Married,Star,,Standard,,,,
15824,597313,Canada,Nova Scotia,Halifax,B3J 9S2,Female,High School or Below,79097.0,Married,Star,,Standard,,,,
15825,180231,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,64417.0,Single,Star,,Standard,,,,
15826,541435,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,64417.0,Single,Star,,Standard,,,,
15827,616342,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,64417.0,Single,Star,,Standard,,,,
15828,920162,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,72742.0,Married,Star,,Standard,,,,
